Gene	BF	Recall	Precision	FDR
GAREM	-8.466	0.991	0.604	0.396
SUMF1	-8.468	0.991	0.604	0.396
ARHGEF18	-8.468	0.991	0.604	0.396
WDR65	-8.469	0.991	0.604	0.396
CHST10	-8.470	0.991	0.604	0.396
HIST1H1B	-8.470	0.991	0.604	0.396
TCF4	-8.471	0.991	0.604	0.396
OR13G1	-8.471	0.991	0.604	0.396
SEL1L2	-8.472	0.991	0.604	0.396
COL14A1	-8.472	0.991	0.604	0.396
PTGIS	-8.473	0.991	0.604	0.396
LECT1	-8.474	0.991	0.604	0.396
TEKT1	-8.475	0.991	0.604	0.396
SMIM19	-8.476	0.991	0.604	0.396
CREBL2	-8.477	0.991	0.604	0.396
R3HCC1	-8.477	0.991	0.604	0.396
SEPT4	-8.478	0.991	0.604	0.396
IREB2	-8.478	0.991	0.604	0.396
OTUD1	-8.479	0.991	0.604	0.396
ABCB9	-8.481	0.991	0.604	0.396
BCDIN3D	-8.481	0.991	0.604	0.396
CDSN	-8.481	0.991	0.604	0.396
GRK7	-8.481	0.991	0.604	0.396
CHI3L1	-8.482	0.991	0.604	0.396
PVR	-8.482	0.991	0.604	0.396
SEPT9	-8.483	0.991	0.604	0.396
OCRL	-8.484	0.991	0.604	0.396
EPHA10	-8.484	0.991	0.604	0.396
RIPK1	-8.485	0.991	0.604	0.396
DXO	-8.485	0.991	0.604	0.396
EDNRB	-8.486	0.991	0.604	0.396
PIK3R1	-8.486	0.991	0.604	0.396
IVNS1ABP	-8.486	0.991	0.604	0.396
SLITRK3	-8.488	0.991	0.604	0.396
ZNF148	-8.488	0.991	0.604	0.396
REEP1	-8.491	0.991	0.604	0.396
MAST1	-8.491	0.991	0.604	0.396
CCR8	-8.492	0.991	0.604	0.396
SKAP2	-8.493	0.991	0.604	0.396
NUMBL	-8.493	0.991	0.604	0.396
FUBP3	-8.493	0.991	0.604	0.396
AR	-8.494	0.991	0.604	0.396
OR13J1	-8.495	0.991	0.604	0.396
IQCJ	-8.495	0.991	0.604	0.396
PSD	-8.495	0.991	0.604	0.396
LY6G5B	-8.496	0.991	0.604	0.396
NCK2	-8.496	0.991	0.604	0.396
SMIM8	-8.496	0.991	0.604	0.396
GRIK5	-8.497	0.991	0.604	0.396
ERI1	-8.497	0.991	0.604	0.396
BZW1	-8.498	0.991	0.604	0.396
OAZ1	-8.498	0.991	0.604	0.396
CNTD2	-8.498	0.991	0.604	0.396
CEP72	-8.498	0.991	0.604	0.396
SETDB2	-8.499	0.991	0.604	0.396
ODF3L1	-8.500	0.991	0.604	0.396
SP7	-8.501	0.991	0.604	0.396
COL25A1	-8.501	0.991	0.604	0.396
CBFA2T2	-8.502	0.991	0.604	0.396
HCLS1	-8.503	0.991	0.604	0.396
CCR2	-8.503	0.991	0.604	0.396
GNB5	-8.504	0.991	0.604	0.396
GRIN1	-8.505	0.991	0.604	0.396
TRAK1	-8.506	0.991	0.604	0.396
WIPF1	-8.507	0.991	0.604	0.396
ZNF493	-8.507	0.991	0.604	0.396
BACE2	-8.508	0.991	0.604	0.396
PTGES	-8.508	0.991	0.604	0.396
GOLGB1	-8.509	0.991	0.604	0.396
FAM46C	-8.509	0.991	0.604	0.396
NEU2	-8.510	0.991	0.604	0.396
ANXA6	-8.510	0.991	0.604	0.396
PCDHA6	-8.510	0.991	0.604	0.396
ACOT12	-8.512	0.991	0.604	0.396
TUBG2	-8.512	0.991	0.604	0.396
DGKG	-8.513	0.991	0.604	0.396
COL20A1	-8.513	0.991	0.603	0.397
ASNSD1	-8.514	0.991	0.603	0.397
SNX13	-8.515	0.991	0.603	0.397
APOBEC3G	-8.516	0.991	0.603	0.397
IER2	-8.516	0.991	0.603	0.397
OR2T10	-8.517	0.991	0.603	0.397
FLYWCH2	-8.517	0.991	0.603	0.397
RRAGB	-8.517	0.991	0.603	0.397
POMGNT2	-8.519	0.991	0.603	0.397
CCL16	-8.519	0.991	0.603	0.397
KLRC1	-8.519	0.991	0.603	0.397
PLA2G1B	-8.520	0.991	0.603	0.397
PSTPIP2	-8.520	0.991	0.603	0.397
ST3GAL5	-8.521	0.991	0.603	0.397
DIAPH2	-8.521	0.991	0.603	0.397
NDUFA7	-8.523	0.991	0.603	0.397
SLC20A1	-8.524	0.991	0.603	0.397
SEMA4D	-8.525	0.991	0.603	0.397
WDR60	-8.525	0.991	0.603	0.397
UBXN2B	-8.525	0.991	0.603	0.397
SEPT12	-8.525	0.991	0.603	0.397
PEX26	-8.526	0.991	0.603	0.397
SRPK2	-8.527	0.991	0.603	0.397
MAML3	-8.528	0.991	0.603	0.397
NPHP3	-8.528	0.991	0.603	0.397
ZMYND11	-8.529	0.991	0.603	0.397
PLGRKT	-8.530	0.991	0.603	0.397
TWF2	-8.530	0.991	0.603	0.397
MLLT11	-8.531	0.991	0.603	0.397
SIT1	-8.532	0.991	0.603	0.397
NRCAM	-8.532	0.991	0.603	0.397
NHLH1	-8.532	0.991	0.603	0.397
DEFB119	-8.533	0.991	0.603	0.397
TBC1D10C	-8.534	0.991	0.603	0.397
GK5	-8.535	0.991	0.603	0.397
CD22	-8.535	0.991	0.603	0.397
SAP130	-8.537	0.991	0.603	0.397
RAB22A	-8.538	0.991	0.603	0.397
BTF3L4	-8.539	0.991	0.603	0.397
CEP290	-8.539	0.991	0.603	0.397
PITPNM2	-8.540	0.991	0.603	0.397
PDE1C	-8.541	0.991	0.603	0.397
CSTA	-8.541	0.991	0.603	0.397
YWHAH	-8.541	0.991	0.603	0.397
ZNF300	-8.542	0.991	0.603	0.397
KCTD19	-8.542	0.991	0.603	0.397
GMEB2	-8.543	0.991	0.603	0.397
CES4A	-8.543	0.991	0.603	0.397
STAT3	-8.543	0.991	0.603	0.397
SOX8	-8.545	0.991	0.603	0.397
RAB9B	-8.546	0.991	0.603	0.397
TRMT61B	-8.549	0.991	0.603	0.397
EDAR	-8.550	0.991	0.603	0.397
ELMSAN1	-8.550	0.991	0.603	0.397
TBC1D31	-8.552	0.991	0.603	0.397
OR10Z1	-8.552	0.991	0.602	0.398
PAQR9	-8.552	0.991	0.602	0.398
NCR3	-8.553	0.991	0.602	0.398
RALGAPA1	-8.554	0.991	0.602	0.398
SLC6A1	-8.554	0.991	0.602	0.398
PGBD2	-8.554	0.991	0.602	0.398
YY2	-8.556	0.991	0.602	0.398
HNMT	-8.557	0.991	0.602	0.398
APLF	-8.557	0.991	0.602	0.398
KRT16	-8.558	0.991	0.602	0.398
SGTB	-8.558	0.991	0.602	0.398
TMEM173	-8.558	0.991	0.602	0.398
COL4A6	-8.558	0.991	0.602	0.398
IFNGR1	-8.559	0.991	0.602	0.398
BANF2	-8.559	0.991	0.602	0.398
TMEM87B	-8.561	0.991	0.602	0.398
ACTL7A	-8.561	0.991	0.601	0.399
GPR19	-8.562	0.991	0.601	0.399
ZNF12	-8.563	0.991	0.601	0.399
TEX22	-8.563	0.991	0.601	0.399
PCDHGA2	-8.565	0.991	0.601	0.399
SETX	-8.567	0.991	0.601	0.399
MTDH	-8.568	0.991	0.601	0.399
SNX24	-8.570	0.991	0.601	0.399
ASCL5	-8.570	0.991	0.601	0.399
RNF175	-8.570	0.991	0.601	0.399
ADIPOQ	-8.571	0.991	0.601	0.399
BID	-8.572	0.991	0.601	0.399
POLD4	-8.574	0.991	0.601	0.399
KCNJ10	-8.574	0.991	0.601	0.399
DCAF8L2	-8.577	0.991	0.601	0.399
PEX11B	-8.577	0.991	0.601	0.399
SELENBP1	-8.579	0.991	0.601	0.399
PLAGL2	-8.579	0.991	0.601	0.399
UGT8	-8.581	0.991	0.601	0.399
LZTS1	-8.582	0.991	0.601	0.399
ALAD	-8.583	0.991	0.601	0.399
NXPH2	-8.585	0.991	0.601	0.399
ETFB	-8.586	0.991	0.601	0.399
LCMT2	-8.586	0.991	0.601	0.399
WNK2	-8.586	0.991	0.601	0.399
ARF6	-8.588	0.991	0.601	0.399
PCNXL2	-8.590	0.991	0.601	0.399
CAAP1	-8.590	0.991	0.601	0.399
CCSER2	-8.590	0.991	0.601	0.399
CTXN1	-8.590	0.991	0.601	0.399
ZNF774	-8.590	0.991	0.601	0.399
FHIT	-8.590	0.991	0.601	0.399
TMEM176A	-8.590	0.991	0.601	0.399
PROSER2	-8.591	0.991	0.601	0.399
KCNV1	-8.592	0.991	0.600	0.400
TNC	-8.592	0.991	0.600	0.400
PLBD2	-8.592	0.991	0.600	0.400
RHBDD3	-8.592	0.991	0.600	0.400
LDLRAP1	-8.593	0.991	0.600	0.400
CCDC135	-8.594	0.991	0.600	0.400
INPP1	-8.595	0.991	0.600	0.400
ZCCHC5	-8.597	0.991	0.600	0.400
ETFA	-8.599	0.991	0.600	0.400
GEM	-8.600	0.991	0.600	0.400
SMOC2	-8.600	0.991	0.600	0.400
PCBD2	-8.600	0.991	0.600	0.400
MAB21L3	-8.601	0.991	0.600	0.400
TMED4	-8.601	0.991	0.600	0.400
CLIP1	-8.601	0.991	0.600	0.400
CAPN12	-8.601	0.991	0.600	0.400
ARHGEF28	-8.602	0.991	0.600	0.400
HIST1H1E	-8.602	0.991	0.600	0.400
PATE3	-8.602	0.991	0.600	0.400
CFD	-8.602	0.991	0.600	0.400
ZMYM1	-8.603	0.991	0.600	0.400
ARHGEF38	-8.603	0.991	0.600	0.400
PFKFB3	-8.604	0.991	0.600	0.400
SLITRK4	-8.605	0.991	0.600	0.400
FAM84B	-8.605	0.991	0.600	0.400
ZFP82	-8.605	0.991	0.600	0.400
ANK3	-8.606	0.991	0.600	0.400
ANKRD33B	-8.606	0.991	0.600	0.400
PEX13	-8.607	0.991	0.600	0.400
NR1H4	-8.608	0.991	0.600	0.400
TKTL1	-8.608	0.991	0.600	0.400
C1orf172	-8.608	0.991	0.600	0.400
PLA2G2A	-8.610	0.991	0.600	0.400
FOSB	-8.610	0.991	0.600	0.400
TNRC6C	-8.610	0.991	0.600	0.400
BPIFB6	-8.610	0.991	0.600	0.400
CTSK	-8.610	0.991	0.600	0.400
CKS2	-8.611	0.991	0.600	0.400
GALK1	-8.611	0.991	0.600	0.400
LIN37	-8.612	0.991	0.600	0.400
HOXB8	-8.613	0.991	0.600	0.400
ASCL4	-8.613	0.991	0.600	0.400
ZNF45	-8.614	0.991	0.600	0.400
PAX8	-8.615	0.991	0.600	0.400
SERPINH1	-8.615	0.991	0.600	0.400
PAX5	-8.615	0.991	0.600	0.400
PPIP5K2	-8.615	0.991	0.600	0.400
ABCA12	-8.616	0.991	0.600	0.400
ZBTB8A	-8.617	0.991	0.600	0.400
C2orf91	-8.619	0.991	0.600	0.400
PHF20	-8.619	0.991	0.600	0.400
NOG	-8.620	0.991	0.600	0.400
ARHGEF19	-8.621	0.991	0.600	0.400
FAM198B	-8.621	0.991	0.600	0.400
GXYLT2	-8.622	0.991	0.600	0.400
TTC6	-8.622	0.991	0.600	0.400
QTRT1	-8.623	0.991	0.600	0.400
PHACTR3	-8.623	0.991	0.600	0.400
TAS1R2	-8.624	0.991	0.599	0.401
OR51F1	-8.624	0.991	0.599	0.401
TMEM86A	-8.624	0.991	0.599	0.401
SLC37A2	-8.625	0.991	0.599	0.401
WNT7A	-8.626	0.991	0.599	0.401
TMPRSS11A	-8.626	0.991	0.599	0.401
SERPINI1	-8.627	0.991	0.599	0.401
DLK1	-8.627	0.991	0.599	0.401
DYSF	-8.627	0.991	0.599	0.401
ATG5	-8.628	0.991	0.599	0.401
GBE1	-8.629	0.991	0.599	0.401
CLN3	-8.631	0.991	0.599	0.401
SCAF8	-8.632	0.991	0.599	0.401
SERPINB10	-8.632	0.991	0.599	0.401
NRTN	-8.634	0.991	0.599	0.401
HPS3	-8.638	0.991	0.599	0.401
MAP4K5	-8.638	0.991	0.599	0.401
NELL2	-8.639	0.991	0.599	0.401
WDSUB1	-8.639	0.991	0.599	0.401
PHLDB2	-8.639	0.991	0.599	0.401
CNTD1	-8.640	0.991	0.599	0.401
N4BP2	-8.640	0.991	0.599	0.401
CCRL2	-8.642	0.991	0.599	0.401
ZDHHC14	-8.642	0.991	0.599	0.401
SDF2L1	-8.642	0.991	0.599	0.401
FKBP4	-8.643	0.991	0.599	0.401
NCKAP5	-8.643	0.991	0.599	0.401
CACNA2D4	-8.644	0.991	0.599	0.401
REV1	-8.644	0.991	0.599	0.401
KHDRBS3	-8.646	0.991	0.599	0.401
COX6B2	-8.646	0.991	0.599	0.401
TNIP3	-8.647	0.991	0.599	0.401
MAGEC2	-8.647	0.991	0.599	0.401
F11R	-8.648	0.991	0.599	0.401
RERGL	-8.648	0.991	0.599	0.401
SFT2D1	-8.648	0.991	0.599	0.401
TMEM171	-8.650	0.991	0.599	0.401
ZKSCAN4	-8.650	0.991	0.599	0.401
CCDC90B	-8.651	0.991	0.599	0.401
OR4D9	-8.651	0.991	0.598	0.402
MAP2K6	-8.651	0.991	0.598	0.402
TAS2R40	-8.653	0.991	0.598	0.402
SPATA16	-8.654	0.991	0.597	0.403
TRPA1	-8.655	0.991	0.597	0.403
IL5RA	-8.656	0.991	0.597	0.403
PCSK1N	-8.656	0.991	0.597	0.403
INTU	-8.656	0.991	0.597	0.403
AKR1D1	-8.656	0.991	0.597	0.403
NPTN	-8.657	0.991	0.597	0.403
ZNF700	-8.657	0.991	0.597	0.403
CCL21	-8.658	0.991	0.597	0.403
SP140L	-8.660	0.991	0.597	0.403
SLC8A2	-8.660	0.991	0.597	0.403
PPIL1	-8.660	0.991	0.597	0.403
EOMES	-8.661	0.991	0.597	0.403
LDOC1L	-8.662	0.991	0.597	0.403
REG3G	-8.662	0.991	0.597	0.403
ACYP1	-8.662	0.991	0.597	0.403
SMARCE1	-8.662	0.991	0.597	0.403
BEND5	-8.663	0.991	0.597	0.403
KLHDC9	-8.667	0.991	0.597	0.403
ZNF337	-8.667	0.991	0.597	0.403
CMC4	-8.667	0.991	0.597	0.403
CYB5R1	-8.668	0.991	0.597	0.403
SWT1	-8.668	0.991	0.597	0.403
TRPM1	-8.668	0.991	0.596	0.404
ZFP69B	-8.669	0.991	0.596	0.404
SPATA19	-8.670	0.991	0.596	0.404
SCN7A	-8.671	0.991	0.596	0.404
TMIGD1	-8.671	0.991	0.596	0.404
MARCH8	-8.672	0.991	0.596	0.404
OR1Q1	-8.672	0.991	0.596	0.404
IL31	-8.674	0.991	0.595	0.405
PHYKPL	-8.675	0.991	0.595	0.405
DIRAS3	-8.676	0.991	0.595	0.405
LRRC7	-8.676	0.991	0.595	0.405
SUN5	-8.676	0.991	0.595	0.405
SMARCAL1	-8.680	0.991	0.595	0.405
BPIFB3	-8.681	0.991	0.594	0.406
RNASEL	-8.681	0.991	0.594	0.406
EMR1	-8.683	0.991	0.594	0.406
KCNE2	-8.683	0.991	0.594	0.406
ACOX2	-8.684	0.991	0.594	0.406
PANX1	-8.684	0.991	0.594	0.406
TMEM67	-8.685	0.991	0.594	0.406
KLF12	-8.685	0.991	0.594	0.406
AKAP8L	-8.686	0.991	0.594	0.406
PIF1	-8.686	0.991	0.594	0.406
RAC2	-8.686	0.991	0.594	0.406
CLCA4	-8.686	0.991	0.594	0.406
GDA	-8.689	0.991	0.594	0.406
ADAT1	-8.690	0.991	0.594	0.406
AGTR1	-8.690	0.991	0.594	0.406
KRT33B	-8.691	0.991	0.594	0.406
SLC22A24	-8.692	0.991	0.594	0.406
OR5M11	-8.693	0.991	0.594	0.406
MRPL30	-8.693	0.991	0.594	0.406
USP29	-8.693	0.991	0.593	0.407
EIF4EBP3	-8.697	0.991	0.593	0.407
NCOA3	-8.700	0.991	0.593	0.407
OR5B21	-8.701	0.991	0.593	0.407
HRH2	-8.702	0.991	0.593	0.407
DVL3	-8.702	0.991	0.593	0.407
GALNT18	-8.703	0.991	0.593	0.407
XKR3	-8.703	0.991	0.593	0.407
ADAMTSL4	-8.703	0.991	0.593	0.407
ZMYM4	-8.703	0.991	0.593	0.407
ABCC12	-8.704	0.991	0.593	0.407
NRAP	-8.705	0.991	0.593	0.407
NOTCH1	-8.706	0.991	0.593	0.407
TDRD12	-8.707	0.991	0.593	0.407
ZNF787	-8.707	0.991	0.593	0.407
SLC15A1	-8.708	0.991	0.593	0.407
LRRC61	-8.708	0.991	0.593	0.407
DSG3	-8.708	0.991	0.593	0.407
BMP6	-8.709	0.991	0.593	0.407
FAM124B	-8.709	0.991	0.593	0.407
PIANP	-8.710	0.991	0.593	0.407
CNGA3	-8.710	0.991	0.593	0.407
RPS6KB2	-8.710	0.991	0.593	0.407
ZFAT	-8.711	0.991	0.593	0.407
IAH1	-8.711	0.991	0.593	0.407
KRT76	-8.712	0.991	0.593	0.407
GALNT3	-8.712	0.991	0.593	0.407
TMEM59L	-8.712	0.991	0.593	0.407
LDLRAD4	-8.713	0.991	0.593	0.407
LEF1	-8.714	0.991	0.593	0.407
RAB4B	-8.714	0.991	0.593	0.407
AMICA1	-8.717	0.991	0.593	0.407
ATP5G3	-8.717	0.991	0.593	0.407
BRD3	-8.717	0.991	0.593	0.407
CCDC71	-8.718	0.991	0.593	0.407
TARBP1	-8.718	0.991	0.593	0.407
PADI1	-8.718	0.991	0.593	0.407
ZNF10	-8.719	0.991	0.593	0.407
TMEM27	-8.719	0.991	0.593	0.407
MVB12B	-8.719	0.991	0.593	0.407
SEC14L1	-8.721	0.991	0.593	0.407
TTC21A	-8.721	0.991	0.593	0.407
HK3	-8.721	0.991	0.593	0.407
AVPI1	-8.723	0.991	0.593	0.407
TCP10L	-8.723	0.991	0.593	0.407
NGB	-8.723	0.991	0.593	0.407
CAV3	-8.723	0.991	0.593	0.407
CETN1	-8.723	0.991	0.592	0.408
DTX3	-8.724	0.991	0.592	0.408
EFNB2	-8.725	0.991	0.592	0.408
C3orf35	-8.725	0.991	0.592	0.408
OAF	-8.726	0.991	0.592	0.408
LAMC1	-8.726	0.991	0.592	0.408
HLA-DMA	-8.727	0.991	0.592	0.408
GLB1L3	-8.728	0.991	0.592	0.408
STK17B	-8.728	0.991	0.592	0.408
KRT73	-8.728	0.991	0.591	0.409
C5orf48	-8.729	0.991	0.591	0.409
TMEM256	-8.730	0.991	0.591	0.409
FLT3	-8.730	0.991	0.591	0.409
TCF19	-8.732	0.991	0.591	0.409
RORB	-8.732	0.991	0.591	0.409
LHFP	-8.732	0.991	0.591	0.409
PHF14	-8.733	0.991	0.591	0.409
PPOX	-8.733	0.991	0.591	0.409
ITGA10	-8.733	0.991	0.591	0.409
RMDN2	-8.734	0.991	0.591	0.409
OR7A5	-8.734	0.991	0.591	0.409
EPX	-8.734	0.991	0.591	0.409
ANK1	-8.736	0.991	0.591	0.409
GLO1	-8.736	0.991	0.591	0.409
PALM2-AKAP2	-8.737	0.991	0.591	0.409
ZNF816	-8.738	0.991	0.591	0.409
BLOC1S4	-8.738	0.991	0.591	0.409
MED12L	-8.738	0.991	0.591	0.409
TPK1	-8.739	0.991	0.591	0.409
PUSL1	-8.740	0.991	0.591	0.409
RAD9B	-8.740	0.991	0.591	0.409
RTN4RL1	-8.741	0.991	0.591	0.409
TEX29	-8.741	0.991	0.591	0.409
DALRD3	-8.744	0.991	0.591	0.409
TSPEAR	-8.747	0.991	0.591	0.409
TRIM10	-8.747	0.991	0.591	0.409
NYX	-8.747	0.991	0.591	0.409
C2orf80	-8.750	0.991	0.591	0.409
PDGFD	-8.754	0.991	0.591	0.409
STAB2	-8.754	0.991	0.591	0.409
C21orf119	-8.754	0.991	0.591	0.409
GEN1	-8.756	0.991	0.591	0.409
C2orf88	-8.758	0.991	0.591	0.409
G6PC2	-8.758	0.991	0.591	0.409
SMYD1	-8.761	0.991	0.591	0.409
ZNF32	-8.761	0.991	0.591	0.409
NPPB	-8.762	0.991	0.591	0.409
RBM46	-8.762	0.991	0.590	0.410
TYMS	-8.762	0.991	0.590	0.410
PCDHGA4	-8.763	0.991	0.590	0.410
BSN	-8.763	0.991	0.590	0.410
LHX9	-8.763	0.991	0.590	0.410
CALHM3	-8.763	0.991	0.590	0.410
KRBOX1	-8.765	0.991	0.590	0.410
NOS1	-8.765	0.991	0.590	0.410
ZNF572	-8.767	0.991	0.590	0.410
RAB17	-8.768	0.991	0.590	0.410
RPGRIP1L	-8.768	0.991	0.590	0.410
TMEM62	-8.768	0.991	0.590	0.410
FIZ1	-8.769	0.991	0.590	0.410
GTDC1	-8.770	0.991	0.590	0.410
CACNA1D	-8.772	0.991	0.590	0.410
DFNA5	-8.772	0.991	0.590	0.410
ARMC12	-8.772	0.991	0.590	0.410
PNMAL2	-8.773	0.991	0.590	0.410
TP73	-8.773	0.991	0.590	0.410
LDLRAD2	-8.773	0.991	0.590	0.410
EFCAB13	-8.773	0.991	0.590	0.410
HOXB6	-8.774	0.991	0.590	0.410
DLL1	-8.774	0.991	0.590	0.410
SP110	-8.775	0.991	0.590	0.410
AP4M1	-8.775	0.991	0.590	0.410
TSTD1	-8.775	0.991	0.590	0.410
ZNF821	-8.779	0.991	0.590	0.410
PTER	-8.779	0.991	0.590	0.410
RCBTB1	-8.780	0.991	0.590	0.410
TSPAN3	-8.780	0.991	0.590	0.410
OBSCN	-8.781	0.991	0.590	0.410
TMEM31	-8.781	0.991	0.590	0.410
SRR	-8.781	0.991	0.590	0.410
ZNF83	-8.781	0.991	0.590	0.410
MYEOV2	-8.783	0.991	0.590	0.410
COBLL1	-8.785	0.991	0.590	0.410
NCOA1	-8.786	0.991	0.590	0.410
RNF151	-8.786	0.991	0.590	0.410
IFIH1	-8.787	0.991	0.590	0.410
NOTCH3	-8.787	0.991	0.590	0.410
NDUFA2	-8.788	0.991	0.590	0.410
ADCK3	-8.788	0.991	0.590	0.410
RHNO1	-8.788	0.991	0.590	0.410
SOX17	-8.790	0.991	0.590	0.410
ANGPTL1	-8.794	0.991	0.590	0.410
RFX4	-8.795	0.991	0.590	0.410
DNAJC30	-8.795	0.991	0.590	0.410
MAMSTR	-8.796	0.991	0.590	0.410
SEP15	-8.797	0.991	0.590	0.410
LELP1	-8.797	0.991	0.590	0.410
PPP1R13L	-8.797	0.991	0.590	0.410
CDH15	-8.798	0.991	0.590	0.410
STX1A	-8.798	0.991	0.590	0.410
EEF2K	-8.798	0.991	0.590	0.410
GYS1	-8.800	0.991	0.590	0.410
ACSL6	-8.800	0.991	0.590	0.410
TMBIM4	-8.800	0.991	0.590	0.410
SORCS3	-8.800	0.991	0.590	0.410
TMTC2	-8.802	0.991	0.590	0.410
TMEM150A	-8.802	0.991	0.590	0.410
OR5A2	-8.802	0.991	0.590	0.410
AGXT2	-8.803	0.991	0.590	0.410
TMEM68	-8.805	0.991	0.590	0.410
WDFY2	-8.806	0.991	0.590	0.410
NAGS	-8.806	0.991	0.590	0.410
PROX1	-8.807	0.991	0.590	0.410
TXNDC11	-8.808	0.991	0.590	0.410
HECW1	-8.809	0.991	0.590	0.410
PAPSS1	-8.809	0.991	0.590	0.410
NEUROD1	-8.809	0.991	0.590	0.410
CLPSL1	-8.809	0.991	0.590	0.410
C9orf169	-8.809	0.991	0.590	0.410
TDP1	-8.809	0.991	0.590	0.410
ONECUT3	-8.809	0.991	0.590	0.410
STOX2	-8.810	0.991	0.590	0.410
OR5M3	-8.810	0.991	0.590	0.410
RHBDD1	-8.811	0.991	0.590	0.410
RAPGEF2	-8.812	0.991	0.590	0.410
AGMO	-8.813	0.991	0.590	0.410
CAPSL	-8.813	0.991	0.590	0.410
KRTAP6-1	-8.813	0.991	0.590	0.410
WRNIP1	-8.814	0.991	0.590	0.410
SLC34A2	-8.815	0.991	0.590	0.410
RIMKLA	-8.816	0.991	0.590	0.410
CAMK2N2	-8.816	0.991	0.590	0.410
ARNTL	-8.817	0.991	0.590	0.410
PMP2	-8.818	0.991	0.590	0.410
STOML3	-8.818	0.991	0.590	0.410
OTUD7B	-8.818	0.991	0.590	0.410
METTL8	-8.820	0.991	0.590	0.410
TMEM47	-8.821	0.991	0.590	0.410
RAB39A	-8.822	0.991	0.590	0.410
TMEM179B	-8.822	0.991	0.590	0.410
ATRAID	-8.823	0.991	0.590	0.410
TM4SF19	-8.825	0.991	0.590	0.410
UNC79	-8.826	0.991	0.590	0.410
TNNC2	-8.827	0.991	0.590	0.410
ARV1	-8.827	0.991	0.590	0.410
ALKBH3	-8.829	0.991	0.590	0.410
GBP1	-8.830	0.991	0.590	0.410
MUM1L1	-8.831	0.991	0.590	0.410
DHRS4	-8.831	0.991	0.590	0.410
RTP1	-8.831	0.991	0.590	0.410
AMPD1	-8.833	0.991	0.590	0.410
PAQR7	-8.833	0.991	0.590	0.410
PRTG	-8.833	0.991	0.590	0.410
MYO1E	-8.835	0.991	0.590	0.410
NKX1-2	-8.835	0.991	0.590	0.410
KIAA0195	-8.836	0.991	0.590	0.410
C22orf31	-8.836	0.991	0.590	0.410
DNAJB7	-8.838	0.991	0.590	0.410
C7orf66	-8.838	0.991	0.589	0.411
LRRN3	-8.838	0.991	0.589	0.411
FAM166A	-8.838	0.991	0.589	0.411
PRCP	-8.838	0.991	0.589	0.411
ZNF506	-8.839	0.991	0.589	0.411
C12orf74	-8.840	0.991	0.589	0.411
DDX53	-8.842	0.991	0.589	0.411
HVCN1	-8.842	0.991	0.589	0.411
CKMT2	-8.843	0.991	0.589	0.411
OCSTAMP	-8.843	0.991	0.589	0.411
C10orf113	-8.844	0.991	0.589	0.411
TRAF3IP1	-8.844	0.991	0.589	0.411
CYYR1	-8.844	0.991	0.589	0.411
PTPN3	-8.844	0.991	0.589	0.411
JARID2	-8.844	0.991	0.589	0.411
UQCR11	-8.845	0.991	0.589	0.411
NQO2	-8.845	0.991	0.589	0.411
TNFRSF11B	-8.845	0.991	0.589	0.411
ZNF398	-8.846	0.991	0.589	0.411
LAPTM4B	-8.846	0.991	0.589	0.411
ANKRD62	-8.847	0.991	0.589	0.411
ARID4A	-8.847	0.991	0.589	0.411
ZNF649	-8.847	0.991	0.589	0.411
FZD2	-8.848	0.991	0.589	0.411
SERTAD1	-8.849	0.991	0.589	0.411
TNFRSF10C	-8.849	0.991	0.589	0.411
ZNF628	-8.849	0.991	0.589	0.411
FAM134A	-8.851	0.991	0.589	0.411
SORBS3	-8.851	0.991	0.589	0.411
C18orf54	-8.851	0.991	0.589	0.411
MPP6	-8.852	0.991	0.589	0.411
KRTAP26-1	-8.854	0.991	0.588	0.412
SUN2	-8.854	0.991	0.588	0.412
CPNE9	-8.855	0.991	0.588	0.412
KCTD13	-8.856	0.991	0.588	0.412
RAB27B	-8.857	0.991	0.588	0.412
OR2G6	-8.857	0.991	0.588	0.412
KCNAB2	-8.858	0.991	0.588	0.412
PLSCR2	-8.858	0.991	0.588	0.412
ARHGEF2	-8.858	0.991	0.588	0.412
COLGALT1	-8.859	0.991	0.588	0.412
KIAA0825	-8.861	0.991	0.588	0.412
SAMD5	-8.862	0.991	0.588	0.412
FAM174A	-8.863	0.991	0.588	0.412
PTRH1	-8.863	0.991	0.588	0.412
B4GALT3	-8.864	0.991	0.588	0.412
PPP3R2	-8.864	0.991	0.588	0.412
NR2C2	-8.865	0.991	0.588	0.412
MYADM	-8.865	0.991	0.588	0.412
SLC25A36	-8.866	0.991	0.588	0.412
PHTF1	-8.868	0.991	0.588	0.412
C22orf15	-8.869	0.991	0.588	0.412
ZNF397	-8.869	0.991	0.588	0.412
CLCN6	-8.869	0.991	0.588	0.412
WSB1	-8.869	0.991	0.588	0.412
HBS1L	-8.869	0.991	0.588	0.412
KIRREL3	-8.870	0.991	0.588	0.412
ELF3	-8.870	0.991	0.588	0.412
ANKS1B	-8.870	0.991	0.588	0.412
SAT2	-8.871	0.991	0.588	0.412
JAK2	-8.872	0.991	0.588	0.412
SLC43A2	-8.873	0.991	0.588	0.412
CALR	-8.873	0.991	0.588	0.412
FUT10	-8.874	0.991	0.588	0.412
PTPRR	-8.874	0.991	0.588	0.412
ERC1	-8.875	0.991	0.588	0.412
